INFO:tensorflow:Using MirroredStrategy with devices ('/job:localhost/replica:0/task:0/device:GPU:0',)
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
INFO:tensorflow:Reduce to /job:localhost/replica:0/task:0/device:CPU:0 then broadcast to ('/job:localhost/replica:0/task:0/device:CPU:0',).
Start Simple Baseline training...
Start epoch 1 with learning rate 0.0003
/opt/conda/lib/python3.9/site-packages/tensorflow/python/data/ops/dataset_ops.py:374: UserWarning: To make it possible to preserve tf.data options across serialization boundaries, their implementation has moved to be part of the TensorFlow graph. As a consequence, the options value is in general no longer known at graph construction time. Invoking this method in graph mode retains the legacy behavior of the original implementation, but note that the returned value might not reflect the actual value of the options.
  warnings.warn("To make it possible to preserve tf.data options across "
Trained batch 85 batch loss 1.26686478 epoch total loss 1.70962274
Trained batch 86 batch loss 1.29157233 epoch total loss 1.70476162
Trained batch 87 batch loss 1.57695127 epoch total loss 1.70329249
Trained batch 88 batch loss 1.38892317 epoch total loss 1.69972
Trained batch 89 batch loss 1.68779087 epoch total loss 1.69958603
Trained batch 90 batch loss 1.56159198 epoch total loss 1.69805264
Trained batch 91 batch loss 1.55012453 epoch total loss 1.69642711
Trained batch 92 batch loss 1.6295526 epoch total loss 1.6957
Trained batch 93 batch loss 1.50720906 epoch total loss 1.69367325
Trained batch 94 batch loss 1.39336967 epoch total loss 1.69047856
Trained batch 95 batch loss 1.37150109 epoch total loss 1.68712091
Trained batch 96 batch loss 1.65279961 epoch total loss 1.68676341
Trained batch 97 batch loss 1.69048834 epoch total loss 1.68680191
Trained batch 98 batch loss 1.68129575 epoch total loss 1.68674564
Trained batch 99 batch loss 1.68348694 epoch total loss 1.68671274
Trained batch 100 batch loss 1.44400454 epoch total loss 1.68428564
Trained batch 101 batch loss 1.43836343 epoch total loss 1.68185079
Trained batch 102 batch loss 1.46027136 epoch total loss 1.67967832
Trained batch 103 batch loss 1.49069715 epoch total loss 1.67784357
Trained batch 104 batch loss 1.59015322 epoch total loss 1.67700028
Trained batch 105 batch loss 1.72660244 epoch total loss 1.67747283
Trained batch 106 batch loss 1.77863991 epoch total loss 1.67842722
Trained batch 107 batch loss 1.63564134 epoch total loss 1.67802727
Trained batch 108 batch loss 1.55296743 epoch total loss 1.67686927
Trained batch 109 batch loss 1.64917302 epoch total loss 1.67661512
Trained batch 110 batch loss 1.52292907 epoch total loss 1.67521811
Trained batch 111 batch loss 1.63682723 epoch total loss 1.67487216
Trained batch 112 batch loss 1.58326387 epoch total loss 1.67405427
Trained batch 113 batch loss 1.64356565 epoch total loss 1.67378449
Trained batch 114 batch loss 1.57084477 epoch total loss 1.6728816
Trained batch 115 batch loss 1.56167889 epoch total loss 1.67191458
Trained batch 116 batch loss 1.55316591 epoch total loss 1.67089081
Trained batch 117 batch loss 1.59474063 epoch total loss 1.67023993
Trained batch 118 batch loss 1.56004667 epoch total loss 1.66930604
Trained batch 119 batch loss 1.53045499 epoch total loss 1.66813934
Trained batch 120 batch loss 1.50088906 epoch total loss 1.66674554
Trained batch 121 batch loss 1.68892193 epoch total loss 1.66692877
Trained batch 122 batch loss 1.73748255 epoch total loss 1.66750705
Trained batch 123 batch loss 1.65543282 epoch total loss 1.66740894
Trained batch 124 batch loss 1.66970336 epoch total loss 1.66742742
Trained batch 125 batch loss 1.41676617 epoch total loss 1.66542208
Trained batch 126 batch loss 1.6666069 epoch total loss 1.6654315
Trained batch 127 batch loss 1.44044805 epoch total loss 1.66366
Trained batch 128 batch loss 1.50841737 epoch total loss 1.66244721
Trained batch 129 batch loss 1.69038343 epoch total loss 1.66266382
Trained batch 130 batch loss 1.66647422 epoch total loss 1.66269302
Trained batch 131 batch loss 1.69355226 epoch total loss 1.6629287
Trained batch 132 batch loss 1.58145463 epoch total loss 1.66231143
Trained batch 133 batch loss 1.35052919 epoch total loss 1.65996718
Trained batch 134 batch loss 1.33438492 epoch total loss 1.65753746
Trained batch 135 batch loss 1.29957676 epoch total loss 1.65488589
Trained batch 136 batch loss 1.42880285 epoch total loss 1.65322351
Trained batch 137 batch loss 1.34390342 epoch total loss 1.65096569
Trained batch 138 batch loss 1.4767108 epoch total loss 1.64970303
Trained batch 139 batch loss 1.27141833 epoch total loss 1.6469816
Trained batch 140 batch loss 1.2733134 epoch total loss 1.6443125
Trained batch 141 batch loss 1.43895757 epoch total loss 1.64285612
Trained batch 142 batch loss 1.27386904 epoch total loss 1.6402576
Trained batch 143 batch loss 1.20194888 epoch total loss 1.63719249
Trained batch 144 batch loss 1.24908221 epoch total loss 1.63449728
Trained batch 145 batch loss 1.61187041 epoch total loss 1.63434136
Trained batch 146 batch loss 1.71218669 epoch total loss 1.63487458
Trained batch 147 batch loss 1.66714334 epoch total loss 1.63509405
Trained batch 148 batch loss 1.54778409 epoch total loss 1.6345042
Trained batch 149 batch loss 1.64252806 epoch total loss 1.63455808
Trained batch 150 batch loss 1.47600746 epoch total loss 1.63350105
Trained batch 151 batch loss 1.26137304 epoch total loss 1.63103664
Trained batch 152 batch loss 1.41878486 epoch total loss 1.62964022
Trained batch 153 batch loss 1.5965898 epoch total loss 1.6294241
Trained batch 154 batch loss 1.67703629 epoch total loss 1.62973332
Trained batch 155 batch loss 1.75020134 epoch total loss 1.63051045
Trained batch 156 batch loss 1.6852082 epoch total loss 1.63086116
Trained batch 157 batch loss 1.70956087 epoch total loss 1.63136244
Trained batch 158 batch loss 1.52598524 epoch total loss 1.63069534
Trained batch 159 batch loss 1.57513571 epoch total loss 1.63034594
Trained batch 160 batch loss 1.584059 epoch total loss 1.63005662
Trained batch 161 batch loss 1.51684189 epoch total loss 1.6293534
Trained batch 162 batch loss 1.43594694 epoch total loss 1.62815952
Trained batch 163 batch loss 1.60272622 epoch total loss 1.62800348
Trained batch 164 batch loss 1.42764497 epoch total loss 1.6267817
Trained batch 165 batch loss 1.37950206 epoch total loss 1.62528312
Trained batch 166 batch loss 1.36849761 epoch total loss 1.62373626
Trained batch 167 batch loss 1.10211921 epoch total loss 1.62061274
Trained batch 168 batch loss 1.54789078 epoch total loss 1.62017989
Trained batch 169 batch loss 1.38392758 epoch total loss 1.61878204
Trained batch 170 batch loss 1.71448028 epoch total loss 1.61934495
Trained batch 171 batch loss 1.61407781 epoch total loss 1.61931407
Trained batch 172 batch loss 1.55945849 epoch total loss 1.61896598
Trained batch 173 batch loss 1.59069669 epoch total loss 1.61880267
Trained batch 174 batch loss 1.66030645 epoch total loss 1.6190412
Trained batch 175 batch loss 1.61188912 epoch total loss 1.6190002
Trained batch 176 batch loss 1.5050863 epoch total loss 1.61835301
Trained batch 177 batch loss 1.60232639 epoch total loss 1.61826253
Trained batch 178 batch loss 1.6736877 epoch total loss 1.61857378
Trained batch 179 batch loss 1.59053802 epoch total loss 1.61841726
Trained batch 180 batch loss 1.48643565 epoch total loss 1.61768413
Trained batch 181 batch loss 1.59179521 epoch total loss 1.61754107
Trained batch 182 batch loss 1.60334206 epoch total loss 1.61746299
Trained batch 183 batch loss 1.64974236 epoch total loss 1.61763942
Trained batch 184 batch loss 1.60116196 epoch total loss 1.6175499
Trained batch 185 batch loss 1.66933107 epoch total loss 1.6178298
Trained batch 186 batch loss 1.61892462 epoch total loss 1.61783576
Trained batch 187 batch loss 1.47446084 epoch total loss 1.61706901
Trained batch 188 batch loss 1.53080845 epoch total loss 1.61661029
Trained batch 189 batch loss 1.50488544 epoch total loss 1.61601913
Trained batch 190 batch loss 1.58954883 epoch total loss 1.61587977
Trained batch 191 batch loss 1.6877954 epoch total loss 1.61625636
Trained batch 192 batch loss 1.87500536 epoch total loss 1.6176039
Trained batch 193 batch loss 1.76391351 epoch total loss 1.61836207
Trained batch 194 batch loss 1.80031323 epoch total loss 1.6193
Trained batch 195 batch loss 1.76169658 epoch total loss 1.62003016
Trained batch 196 batch loss 1.61058724 epoch total loss 1.619982
Trained batch 197 batch loss 1.56737661 epoch total loss 1.61971509
Trained batch 198 batch loss 1.61149693 epoch total loss 1.61967361
Trained batch 199 batch loss 1.56638122 epoch total loss 1.61940575
Trained batch 200 batch loss 1.62176991 epoch total loss 1.61941755
Trained batch 201 batch loss 1.15637052 epoch total loss 1.61711383
Trained batch 202 batch loss 1.47279429 epoch total loss 1.61639953
Trained batch 203 batch loss 1.58963871 epoch total loss 1.61626756
Trained batch 204 batch loss 1.46216154 epoch total loss 1.61551213
Trained batch 205 batch loss 1.4876883 epoch total loss 1.61488867
Trained batch 206 batch loss 1.43939281 epoch total loss 1.6140368
Trained batch 207 batch loss 1.3852644 epoch total loss 1.61293161
Trained batch 208 batch loss 1.52910686 epoch total loss 1.61252856
Trained batch 209 batch loss 1.46789646 epoch total loss 1.61183655
Trained batch 210 batch loss 1.18723869 epoch total loss 1.60981464
Trained batch 211 batch loss 1.29590702 epoch total loss 1.60832679
Trained batch 212 batch loss 1.21300578 epoch total loss 1.60646212
Trained batch 213 batch loss 1.19762111 epoch total loss 1.60454273
Trained batch 214 batch loss 1.16682673 epoch total loss 1.60249746
Trained batch 215 batch loss 1.28824282 epoch total loss 1.60103571
Trained batch 216 batch loss 1.38000381 epoch total loss 1.60001242
Trained batch 217 batch loss 1.51481581 epoch total loss 1.59961975
Trained batch 218 batch loss 1.51190329 epoch total loss 1.59921741
Trained batch 219 batch loss 1.58640397 epoch total loss 1.59915888
Trained batch 220 batch loss 1.59308767 epoch total loss 1.59913123
Trained batch 221 batch loss 1.56589031 epoch total loss 1.59898078
Trained batch 222 batch loss 1.22379768 epoch total loss 1.59729075
Trained batch 223 batch loss 1.14434123 epoch total loss 1.59525955
Trained batch 224 batch loss 0.955358505 epoch total loss 1.59240282
Trained batch 225 batch loss 1.17603111 epoch total loss 1.59055233
Trained batch 226 batch loss 1.20511949 epoch total loss 1.5888468
Trained batch 227 batch loss 1.20042324 epoch total loss 1.58713567
Trained batch 228 batch loss 1.18817854 epoch total loss 1.5853858
Trained batch 229 batch loss 1.19245577 epoch total loss 1.5836699
Trained batch 230 batch loss 1.16929245 epoch total loss 1.58186817
Trained batch 231 batch loss 1.1818378 epoch total loss 1.58013642
Trained batch 232 batch loss 1.22866595 epoch total loss 1.57862139
Trained batch 233 batch loss 1.26425874 epoch total loss 1.57727218
Trained batch 234 batch loss 1.29930758 epoch total loss 1.57608438
Trained batch 235 batch loss 1.24309 epoch total loss 1.57466745
Trained batch 236 batch loss 1.55147433 epoch total loss 1.57456923
Trained batch 237 batch loss 1.25656819 epoch total loss 1.57322741
Trained batch 238 batch loss 1.28029847 epoch total loss 1.57199657
Trained batch 239 batch loss 1.41480684 epoch total loss 1.57133889
Trained batch 240 batch loss 1.50721788 epoch total loss 1.57107174
Trained batch 241 batch loss 1.52369511 epoch total loss 1.57087517
Trained batch 242 batch loss 1.55589271 epoch total loss 1.57081318
Trained batch 243 batch loss 1.55924606 epoch total loss 1.5707655
Trained batch 244 batch loss 1.48669887 epoch total loss 1.57042098
Trained batch 245 batch loss 1.57074058 epoch total loss 1.57042229
Trained batch 246 batch loss 1.58165717 epoch total loss 1.57046795
Trained batch 247 batch loss 1.7101475 epoch total loss 1.57103348
Trained batch 248 batch loss 1.62784421 epoch total loss 1.57126248
Trained batch 249 batch loss 1.62506962 epoch total loss 1.57147849
Trained batch 250 batch loss 1.63734889 epoch total loss 1.57174206
Trained batch 251 batch loss 1.63325512 epoch total loss 1.57198715
Trained batch 252 batch loss 1.64699209 epoch total loss 1.57228494
Trained batch 253 batch loss 1.72998226 epoch total loss 1.57290816
Trained batch 254 batch loss 1.68922675 epoch total loss 1.57336617
Trained batch 255 batch loss 1.64966989 epoch total loss 1.57366538
Trained batch 256 batch loss 1.63196874 epoch total loss 1.57389307
Trained batch 257 batch loss 1.58131874 epoch total loss 1.57392204
Trained batch 258 batch loss 1.59131455 epoch total loss 1.57398939
Trained batch 259 batch loss 1.61034203 epoch total loss 1.57412982
Trained batch 260 batch loss 1.59337306 epoch total loss 1.57420385
Trained batch 261 batch loss 1.57184875 epoch total loss 1.57419479
Trained batch 262 batch loss 1.46284342 epoch total loss 1.57376969
Trained batch 263 batch loss 1.59351158 epoch total loss 1.57384479
Trained batch 264 batch loss 1.51651 epoch total loss 1.57362759
Trained batch 265 batch loss 1.55707145 epoch total loss 1.57356513
Trained batch 266 batch loss 1.55237186 epoch total loss 1.57348537
Trained batch 267 batch loss 1.40024221 epoch total loss 1.57283652
Trained batch 268 batch loss 1.45125329 epoch total loss 1.57238293
Trained batch 269 batch loss 1.2449826 epoch total loss 1.5711658
Trained batch 270 batch loss 1.63155937 epoch total loss 1.57138956
Trained batch 271 batch loss 1.50383973 epoch total loss 1.57114029
Trained batch 272 batch loss 1.5563314 epoch total loss 1.57108593
Trained batch 273 batch loss 1.54177582 epoch total loss 1.57097852
Trained batch 274 batch loss 1.50528944 epoch total loss 1.57073879
Trained batch 275 batch loss 1.4900887 epoch total loss 1.57044542
Trained batch 276 batch loss 1.53141046 epoch total loss 1.57030404
Trained batch 277 batch loss 1.57308316 epoch total loss 1.57031405
Trained batch 278 batch loss 1.67435241 epoch total loss 1.57068825
Trained batch 279 batch loss 1.52917 epoch total loss 1.57053947
Trained batch 280 batch loss 1.56452501 epoch total loss 1.5705179
Trained batch 281 batch loss 1.53028417 epoch total loss 1.57037473
Trained batch 282 batch loss 1.53472352 epoch total loss 1.57024837
Trained batch 283 batch loss 1.5099498 epoch total loss 1.57003522
Trained batch 284 batch loss 1.54378784 epoch total loss 1.56994283
Trained batch 285 batch loss 1.5188117 epoch total loss 1.56976342
Trained batch 286 batch loss 1.52142227 epoch total loss 1.56959438
Trained batch 287 batch loss 1.46858072 epoch total loss 1.56924236
Trained batch 288 batch loss 1.57846904 epoch total loss 1.56927443
Trained batch 289 batch loss 1.51366854 epoch total loss 1.56908202
Trained batch 290 batch loss 1.47163928 epoch total loss 1.56874597
Trained batch 291 batch loss 1.58867979 epoch total loss 1.56881452
Trained batch 292 batch loss 1.62546027 epoch total loss 1.56900847
Trained batch 293 batch loss 1.30623245 epoch total loss 1.56811166
Trained batch 294 batch loss 1.39752126 epoch total loss 1.56753147
Trained batch 295 batch loss 1.29475069 epoch total loss 1.56660676
Trained batch 296 batch loss 1.46153736 epoch total loss 1.56625175
Trained batch 297 batch loss 1.31527019 epoch total loss 1.5654068
Trained batch 298 batch loss 1.50111091 epoch total loss 1.56519103
Trained batch 299 batch loss 1.51323938 epoch total loss 1.56501722
Trained batch 300 batch loss 1.4441452 epoch total loss 1.56461442
Trained batch 301 batch loss 1.52183282 epoch total loss 1.5644722
Trained batch 302 batch loss 1.55338216 epoch total loss 1.56443548
Trained batch 303 batch loss 1.62411642 epoch total loss 1.56463242
Trained batch 304 batch loss 1.37890875 epoch total loss 1.56402147
Trained batch 305 batch loss 1.54753947 epoch total loss 1.56396747
Trained batch 306 batch loss 1.48575974 epoch total loss 1.56371188
Trained batch 307 batch loss 1.46355343 epoch total loss 1.56338561
Trained batch 308 batch loss 1.41358221 epoch total loss 1.56289923
Trained batch 309 batch loss 1.53845251 epoch total loss 1.56282008
Trained batch 310 batch loss 1.55127478 epoch total loss 1.56278288
Trained batch 311 batch loss 1.44042325 epoch total loss 1.56238937
Trained batch 312 batch loss 1.53807688 epoch total loss 1.56231153
Trained batch 313 batch loss 1.51066506 epoch total loss 1.56214643
Trained batch 314 batch loss 1.22732365 epoch total loss 1.5610801
Trained batch 315 batch loss 1.01544714 epoch total loss 1.55934799
Trained batch 316 batch loss 1.1349647 epoch total loss 1.55800498
Trained batch 317 batch loss 1.32651591 epoch total loss 1.5572747
Trained batch 318 batch loss 1.42703605 epoch total loss 1.55686522
Trained batch 319 batch loss 1.46476531 epoch total loss 1.55657649
Trained batch 320 batch loss 1.44205511 epoch total loss 1.5562185
Trained batch 321 batch loss 1.50936568 epoch total loss 1.55607259
Trained batch 322 batch loss 1.46402121 epoch total loss 1.55578673
Trained batch 323 batch loss 1.45158553 epoch total loss 1.55546415
Trained batch 324 batch loss 1.44406438 epoch total loss 1.55512035
Trained batch 325 batch loss 1.53032565 epoch total loss 1.55504405
Trained batch 326 batch loss 1.58990622 epoch total loss 1.55515099
Trained batch 327 batch loss 1.59982157 epoch total loss 1.5552876
Trained batch 328 batch loss 1.57779622 epoch total loss 1.55535614
Trained batch 329 batch loss 1.55475378 epoch total loss 1.55535436
Trained batch 330 batch loss 1.60976887 epoch total loss 1.55551922
Trained batch 331 batch loss 1.53142548 epoch total loss 1.55544651
Trained batch 332 batch loss 1.69233859 epoch total loss 1.55585873
Trained batch 333 batch loss 1.59952557 epoch total loss 1.55599
Trained batch 334 batch loss 1.58279288 epoch total loss 1.55607009
Trained batch 335 batch loss 1.52090764 epoch total loss 1.55596519
Trained batch 336 batch loss 1.5590719 epoch total loss 1.55597448
Trained batch 337 batch loss 1.53427207 epoch total loss 1.55591023
Trained batch 338 batch loss 1.50958514 epoch total loss 1.55577314
Trained batch 339 batch loss 1.57026172 epoch total loss 1.55581582
Trained batch 340 batch loss 1.586905 epoch total loss 1.55590725
Trained batch 341 batch loss 1.36614156 epoch total loss 1.55535078
Trained batch 342 batch loss 1.34117854 epoch total loss 1.55472457
Trained batch 343 batch loss 1.36553109 epoch total loss 1.55417311
Trained batch 344 batch loss 1.29345262 epoch total loss 1.55341518
Trained batch 345 batch loss 1.43660402 epoch total loss 1.55307651
Trained batch 346 batch loss 1.23763752 epoch total loss 1.55216479
Trained batch 347 batch loss 1.26879358 epoch total loss 1.55134821
Trained batch 348 batch loss 1.30260873 epoch total loss 1.55063343
Trained batch 349 batch loss 1.30468905 epoch total loss 1.54992867
Trained batch 350 batch loss 1.56510055 epoch total loss 1.54997206
Trained batch 351 batch loss 1.4511981 epoch total loss 1.5496906
Trained batch 352 batch loss 1.55193067 epoch total loss 1.54969704
Trained batch 353 batch loss 1.56921434 epoch total loss 1.54975235
Trained batch 354 batch loss 1.47376621 epoch total loss 1.54953766
Trained batch 355 batch loss 1.52042222 epoch total loss 1.54945564
Trained batch 356 batch loss 1.51964235 epoch total loss 1.54937196
Trained batch 357 batch loss 1.57094324 epoch total loss 1.54943228
Trained batch 358 batch loss 1.53467774 epoch total loss 1.54939103
Trained batch 359 batch loss 1.59103167 epoch total loss 1.54950702
Trained batch 360 batch loss 1.44999659 epoch total loss 1.54923058
Trained batch 361 batch loss 1.51829422 epoch total loss 1.54914498
Trained batch 362 batch loss 1.66934943 epoch total loss 1.5494771
Trained batch 363 batch loss 1.1675297 epoch total loss 1.54842496
Trained batch 364 batch loss 1.60123491 epoch total loss 1.54857
Trained batch 365 batch loss 1.51143336 epoch total loss 1.54846823
Trained batch 366 batch loss 1.38061523 epoch total loss 1.54800963
Trained batch 367 batch loss 1.27542615 epoch total loss 1.54726696
Trained batch 368 batch loss 1.23060536 epoch total loss 1.54640651
Trained batch 369 batch loss 1.20093083 epoch total loss 1.54547024
Trained batch 370 batch loss 1.28131962 epoch total loss 1.54475629
Trained batch 371 batch loss 1.20300865 epoch total loss 1.54383504
Trained batch 372 batch loss 1.33604479 epoch total loss 1.54327655
Trained batch 373 batch loss 1.39713407 epoch total loss 1.54288483
Trained batch 374 batch loss 1.40691781 epoch total loss 1.54252124
Trained batch 375 batch loss 1.61802745 epoch total loss 1.5427227
